,song,artist,danceability,energy,speechiness,instrumentalness,tempo,valence,hit
282,Settling Down,Miranda Lambert,0.643,0.756,0.0305,0.000268,90.001,0.934,1
283,Gone,Dierks Bentley,0.521,0.746,0.0351,0.0,149.977,0.473,1
284,Red Light Green Light,DaBaby,0.933,0.656,0.322,0.0,119.987,0.934,0
285,Better Believe,"Belly, The Weeknd & Young Thug",0.653,0.37,0.0318,0.601,125.801,0.205,0
286,Lick Back,EST Gee,0.838,0.573,0.275,0.0,160.963,0.687,0
287,Ski,Young Thug & Gunna,0.96,0.634,0.1,0.911,123.842,0.925,1
288,Minimum Wage,Blake Shelton,0.551,0.941,0.0683,0.0,90.039,0.744,0
289,Still Chose You,The Kid LAROI Featuring Mustard,0.724,0.5,0.259,0.0,97.694,0.317,0
290,Drivers License,Olivia Rodrigo,0.561,0.431,0.0578,1.42e-05,143.875,0.137,1
291,Tell The Vision,Pop Smoke Featuring Kanye West & Pusha T,0.662,0.686,0.332,5.59e-06,143.971,0.678,1
292,pov,Ariana Grande,0.487,0.534,0.0555,0.0,131.798,0.173,1
293,Bout A Million,Pop Smoke Featuring 21 Savage & 42 Dugg,0.716,0.67,0.101,0.0,145.043,0.411,0
294,Mr. Jones,Pop Smoke Featuring Future,0.795,0.582,0.054,0.0,134.055,0.778,0
295,More Time,Pop Smoke,0.628,0.581,0.188,0.0,145.396,0.259,0
296,Manslaughter,Pop Smoke Featuring Rick Ross & The-Dream,0.441,0.623,0.0414,0.0,78.082,0.285,0
297,Demeanor,Pop Smoke Featuring Dua Lipa,0.675,0.608,0.103,0.0,99.865,0.728,0
298,transparentsoul,Willow Featuring Travis Barker,0.39,0.83,0.0563,0.0,90.021,0.191,0
299,Am I The Only One,Aaron Lewis,0.617,0.626,0.0268,4.69e-06,112.072,0.345,1
300,30,Pop Smoke Featuring Bizzy Banks,0.578,0.684,0.191,0.0,106.743,0.595,0
301,"Jealousy, Jealousy",Olivia Rodrigo,0.695,0.575,0.116,0.0,163.929,0.699,1
302,Calling My Phone,Lil Tjay Featuring 6LACK,0.907,0.393,0.0539,1.35e-06,104.949,0.202,1
303,Breaking Up Was Easy In The 90's,Sam Hunt,0.562,0.649,0.0494,0.0,145.913,0.376,1
304,The Jackie,Bas With J. Cole & Lil TJay,0.784,0.473,0.0523,0.0,128.014,0.635,0
305,Follow You,Imagine Dragons,0.542,0.732,0.0521,7.92e-05,124.912,0.489,0
306,Volando,"Mora, Bad Bunny & Sech",0.476,0.553,0.0381,0.752,154.168,0.826,0
307,4 Da Gang,42 Dugg & Roddy Ricch,0.584,0.577,0.0329,0.879,100.498,0.892,0
308,De Museo,Bad Bunny,0.592,0.494,0.0747,0.0,132.037,0.231,0
309,Wasting Time,Brent Faiyaz Featuring Drake,0.443,0.72,0.0733,0.0,89.378,0.374,1
310,All I Know So Far,P!nk,0.578,0.639,0.0374,0.0,108.045,0.296,0
311,Levitating,Dua Lipa Featuring DaBaby,0.686,0.917,0.151,1.44e-06,119.979,0.387,1
312,Track Star,Mooski,0.641,0.598,0.324,0.0,131.459,0.285,1
313,Renegade,Big Red Machine Featuring Taylor Swift,0.53,0.712,0.0461,0.0233,167.964,0.577,0
314,Cry No More,G Herbo Featuring Polo G & Lil Tjay,0.74,0.611,0.155,0.0,129.947,0.534,0
315,Essence,Wizkid Featuring Tems,0.849,0.707,0.113,8.58e-06,104.027,0.602,0
316,Made For You,Jake Owen,0.581,0.441,0.0268,2.75e-05,82.125,0.337,1
317,Having Our Way,Migos Featuring Drake,0.927,0.538,0.116,0.0,125.983,0.221,1
318,What's Next,Drake,0.777,0.58,0.0525,0.0,129.918,0.0636,1
319,Enough For You,Olivia Rodrigo,0.638,0.259,0.0898,0.0,88.485,0.269,1
320,Juggernaut,"Tyler, The Creator Featuring Lil Uzi Vert & Pharrell Williams",0.827,0.571,0.366,0.0,142.034,0.62,1
321,Tell Em,Cochise & $NOT,0.418,0.433,0.0365,0.918,157.518,0.665,0
322,Lemonhead,"Tyler, The Creator Featuring 42 Dugg",0.62,0.586,0.212,0.0,137.131,0.487,1
323,Lumberjack,"Tyler, The Creator",0.386,0.762,0.564,0.0,170.691,0.433,1
324,Almost Maybes,Jordan Davis,0.476,0.864,0.0946,0.0,180.316,0.53,1
325,Hot Wind Blows,"Tyler, The Creator Featuring Lil Wayne",0.371,0.75,0.402,0.0,173.456,0.729,1
326,Corso,"Tyler, The Creator",0.703,0.845,0.337,0.0,97.672,0.745,0
327,I Don't Do Drugs,Doja Cat Featuring Ariana Grande,0.683,0.615,0.0966,8.25e-06,77.014,0.45,0
328,Sweet / I Thought You Wanted To Dance,"Tyler, The Creator Featuring Brent Faiyaz & Fana Hues",0.468,0.652,0.0722,0.000318,140.223,0.39,0
329,Massa,"Tyler, The Creator",0.685,0.855,0.438,8.9e-05,157.181,0.46,0
330,RunItUp,"Tyler, The Creator Featuring Teezo Touchdown",0.339,0.888,0.254,0.000683,126.441,0.216,0
331,Manifesto,"Tyler, The Creator Featuring Domo Genesis",0.503,0.677,0.248,0.00024,81.28,0.364,0
332,Wilshire,"Tyler, The Creator",0.555,0.712,0.323,5.14e-06,78.958,0.555,0
333,What You Know Bout Love,Pop Smoke,0.709,0.548,0.353,1.59e-06,83.995,0.543,1
334,Time Today,Moneybagg Yo,0.912,0.608,0.397,0.0,136.994,0.327,1
335,Up,Cardi B,0.868,0.795,0.269,0.0193,166.0,0.819,1
336,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,0.808,0.313,0.245,0.0,159.951,0.277,1
337,Nobody,Dylan Scott,0.573,0.747,0.0319,1.13e-06,79.952,0.645,0
338,No Return,Polo G Featuring The Kid LAROI & Lil Durk,0.479,0.645,0.302,0.0,155.057,0.381,1
339,No More Parties,Coi Leray Featuring Lil Durk,0.827,0.394,0.559,0.0,157.0,0.715,1
340,Quicksand,Morray,0.901,0.656,0.277,0.0,119.956,0.599,0
341,Gang Gang,Polo G & Lil Wayne,0.752,0.563,0.209,0.0,145.05,0.551,1
342,Pick Up Your Feelings,Jazmine Sullivan,0.758,0.413,0.0464,0.0,85.46,0.599,0
343,Avalanche,Migos,0.917,0.623,0.135,0.0,126.063,0.687,1
344,We're Good,Dua Lipa,0.722,0.588,0.0544,0.0,134.01,0.59,1
345,pride.is.the.devil,J. Cole & Lil Baby,0.861,0.656,0.425,0.0,88.967,0.331,1
346,Still Runnin,"Lil Baby, Lil Durk & Meek Mill",0.856,0.727,0.277,0.0,146.044,0.286,1
347,How It Feels,Lil Baby & Lil Durk,0.788,0.628,0.12,0.0,104.083,0.479,1
348,Black Hearted,Polo G,0.506,0.563,0.411,0.0,168.146,0.153,0
349,Painting Pictures,Polo G,0.522,0.466,0.458,0.0,78.43,0.459,0
350,Modern Day,Migos,0.87,0.629,0.279,0.0,134.944,0.512,0
351,Toxic,Polo G,0.685,0.515,0.291,0.0,162.071,0.299,0
352,Solar Power,Lorde,0.73,0.483,0.0879,7.99e-05,87.996,0.883,0
353,Malibu,Migos Featuring Polo G,0.831,0.719,0.235,0.0,155.038,0.859,0
354,Type Shit,Migos & Cardi B,0.772,0.535,0.231,1.24e-06,76.065,0.207,0
355,Clueless,Polo G Featuring Pop Smoke & Fivio Foreign,0.734,0.712,0.201,0.0,140.369,0.674,0
356,Voice Of The Heroes,Lil Baby & Lil Durk,0.372,0.983,0.0448,0.85,180.053,0.955,1
357,Heart Of A Giant,Polo G Featuring Rod Wave,0.802,0.588,0.137,0.0,87.501,0.522,0
358,Party Lyfe,Polo G Featuring DaBaby,0.861,0.487,0.131,0.0,92.998,0.707,0
359,Go Part 1,Polo G Featuring G Herbo,0.664,0.375,0.387,0.0,171.784,0.145,0
360,Epidemic,Polo G,0.616,0.617,0.52,0.0,175.929,0.476,1
361,Boom,Polo G,0.738,0.658,0.269,0.0,128.208,0.39,0
362,2040,Lil Baby & Lil Durk,0.744,0.697,0.136,0.0,150.046,0.238,1
363,"1 Step Forward, 3 Steps Back",Olivia Rodrigo,0.473,0.203,0.102,0.0,168.884,0.419,1
364,Bloody Canvas,Polo G,0.772,0.48,0.46,0.0,91.047,0.339,0
365,Who I Want,Lil Baby & Lil Durk,0.77,0.561,0.083,0.0,145.928,0.81,1
366,Back In Blood,Pooh Shiesty Featuring Lil Durk,0.759,0.538,0.384,0.0,146.933,0.831,1
367,Still Hood,Lil Baby & Lil Durk,0.742,0.701,0.21,0.0,137.951,0.178,0
368,Okay,Lil Baby & Lil Durk,0.89,0.674,0.318,0.0,134.028,0.248,0
369,Man Of My Word,Lil Baby & Lil Durk,0.165,0.671,0.0346,0.717,98.078,0.0741,0
370,Medical,Lil Baby & Lil Durk,0.763,0.798,0.397,0.0,77.987,0.482,0
371,Rich Off Pain,"Lil Baby, Lil Durk & Rod Wave",0.469,0.613,0.335,0.0,72.434,0.135,0
372,Lying,Lil Baby & Lil Durk,0.741,0.892,0.304,0.0,159.088,0.56,0
373,Snowflakes,Tom MacDonald,0.53,0.826,0.43,0.0,95.99,0.277,0
374,That's Facts,Lil Baby & Lil Durk,0.884,0.577,0.319,0.0,137.032,0.854,0
375,Your Power,Billie Eilish,0.625,0.284,0.0819,0.00031,129.631,0.197,1
376,Please,Lil Baby & Lil Durk,0.677,0.634,0.335,0.0,90.268,0.496,0
377,Up The Side,"Lil Baby, Lil Durk & Young Thug",0.644,0.563,0.159,0.0,160.106,0.339,0
378,Hope Ur OK,Olivia Rodrigo,0.443,0.298,0.0644,1e-05,77.253,0.172,1
379,If You Want To,Lil Baby & Lil Durk,0.795,0.599,0.123,0.0,97.033,0.351,0
380,Seeing Green,"Nicki Minaj, Drake & Lil Wayne",0.573,0.867,0.168,0.0,74.861,0.231,1
381,The Good Ones,Gabby Barrett,0.519,0.552,0.0259,0.0,89.957,0.331,1
382,Hell Of A View,Eric Church,0.689,0.592,0.0235,0.00867,98.997,0.919,1
383,On Me,Lil Baby,0.856,0.564,0.392,0.0,77.972,0.483,1
384,Killer,Eminem Featuring Jack Harlow & Cordae,0.924,0.73,0.274,0.0,99.01,0.848,0
385,amari,J. Cole,0.665,0.857,0.042,0.000184,190.575,0.975,1
386,Goosebumps,Travis Scott & HVME,0.841,0.593,0.0379,0.0,124.917,0.808,1
387,Solid,Young Thug & Gunna Featuring Drake,0.887,0.485,0.2,0.0,125.987,0.328,1
388,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,0.905,0.647,0.107,0.0,130.97,0.367,0
389,The Business,Tiesto,0.798,0.62,0.232,0.0192,120.031,0.235,0
390,95.south,J. Cole,0.567,0.352,0.027,0.0775,144.008,0.518,1
391,Drankin N Smokin,Future & Lil Uzi Vert,0.524,0.62,0.0433,0.913,76.306,0.594,1
392,Hold On,Justin Bieber,0.658,0.634,0.0431,0.0,140.002,0.302,1
393,Wasted On You,Morgan Wallen,0.505,0.657,0.0318,0.00107,196.0,0.252,1
394,Botella Tras Botella,Gera MX + Christian Nodal,0.727,0.546,0.0437,0.0,106.891,0.69,0
395,interlude,J. Cole,0.521,0.285,0.105,0.000168,64.825,0.157,1
396,applying.pressure,J. Cole,0.909,0.533,0.0809,0.0,97.058,0.504,1
397,Streets,Doja Cat,0.749,0.463,0.0842,0.0382,90.035,0.189,1
398,100.mil',J. Cole & Bas,0.711,0.647,0.0822,0.0,125.092,0.227,1
399,let.go.my.hand,"J. Cole, Bas & 6LACK",0.643,0.835,0.111,0.777,179.993,0.366,1
400,24 Hours,A Boogie Wit da Hoodie Featuring Lil Durk,0.586,0.474,0.18,0.0,91.105,0.146,0
401,punchin'.the.clock,J. Cole,0.757,0.53,0.217,0.0,94.048,0.882,1
402,the.climb.back,J. Cole,0.201,0.607,0.03,0.965,162.298,0.11,1
403,hunger.on.hillside,J. Cole & Bas,0.563,0.703,0.0702,0.0,94.983,0.294,1
404,close,J. Cole,0.742,0.474,0.0372,4.76e-06,105.936,0.39,1
405,Fractions,Nicki Minaj,0.924,0.523,0.132,0.0,131.892,0.144,0
406,His & Hers,"Internet Money, Don Toliver & Lil Uzi Vert Featuring Gunna",0.792,0.707,0.0623,0.0,134.997,0.408,0
407,White Teeth,YoungBoy Never Broke Again,0.638,0.66,0.299,0.0,157.996,0.738,0
408,Itty Bitty Piggy,Nicki Minaj,0.761,0.722,0.391,0.0,92.45,0.798,0
409,Street Runner,Rod Wave,0.599,0.61,0.24,0.000414,159.933,0.434,1
410,La Noche de Anoche,Bad Bunny & Rosalia,0.575,0.561,0.0379,0.839,164.571,0.26,0
411,Shottas (Lala),Moneybagg Yo,0.925,0.463,0.454,0.0,133.061,0.961,1
412,Never Left,Lil Tecca,0.81,0.658,0.329,0.0,82.532,0.433,0
413,Higher Power,Coldplay,0.507,0.828,0.0449,2.44e-05,178.032,0.489,0
414,Lady,Brett Young,0.403,0.516,0.0343,1.26e-05,170.015,0.428,0
415,Crocodile Teeth,Nicki Minaj & Skillibeng,0.635,0.634,0.356,0.000107,107.008,0.224,0
416,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,0.659,0.662,0.434,0.0,109.957,0.704,1
417,Positions,Ariana Grande,0.737,0.802,0.0878,0.0,144.015,0.682,1
418,You Broke Me First.,Tate McRae,0.667,0.373,0.05,0.0,124.148,0.0823,1
419,Dakiti,Bad Bunny & Jhay Cortez,0.373,0.186,0.0352,0.403,109.201,0.211,1
420,You're Mines Still,Yung Bleu Featuring Drake,0.575,0.609,0.121,0.0,83.004,0.339,1
421,Therefore I Am,Billie Eilish,0.889,0.34,0.0697,0.13,94.009,0.716,1
422,What's Your Country Song,Thomas Rhett,0.359,0.706,0.0309,0.0,174.079,0.479,1
423,Good Days,SZA,0.436,0.655,0.0583,8.1e-06,121.002,0.412,1
424,Just The Way,Parmalee x Blanco Brown,0.544,0.829,0.0404,0.0,90.048,0.815,1
425,Ramen & OJ,Joyner Lucas & Lil Baby,0.597,0.571,0.293,0.0,106.196,0.165,0
426,Down To One,Luke Bryan,0.62,0.776,0.0365,4.31e-05,93.963,0.551,1
427,Hard For The Next,Moneybagg Yo & Future,0.639,0.564,0.389,0.0,175.053,0.375,1
428,What You Need,Don Toliver,0.656,0.672,0.0468,1.45e-05,130.006,0.137,0
429,I Did It,"DJ Khaled Featuring Post Malone, Megan Thee Stallion, Lil Baby & DaBaby",0.757,0.721,0.0691,0.0,124.036,0.364,1
430,Tampa,Cico P,0.888,0.407,0.487,0.0,77.031,0.751,0
431,Big Gangsta,Kevin Gates,0.879,0.574,0.391,8.76e-06,144.911,0.346,0
432,Hellcats & Trackhawks,Lil Durk,0.841,0.672,0.371,0.0,157.026,0.599,0
433,Let It Go,DJ Khaled Featuring Justin Bieber & 21 Savage,0.584,0.594,0.03,0.773,135.988,0.0913,0
434,Richer,Rod Wave Featuring Polo G,0.726,0.411,0.0671,0.0,137.905,0.734,1
435,Headshot,"Lil Tjay, Polo G & Fivio Foreign",0.808,0.639,0.279,0.0,118.0,0.395,1
436,Go!,Moneybagg Yo Featuring BIG30,0.83,0.63,0.26,0.0,174.993,0.556,0
437,Without You,The Kid LAROI & Miley Cyrus,0.573,0.185,0.0324,0.493,91.086,0.414,1
438,Go Crazy,Chris Brown & Young Thug,0.755,0.578,0.145,0.0,94.148,0.581,1
439,34+35,Ariana Grande,0.83,0.585,0.094,0.0,109.978,0.485,1
440,Sorry Not Sorry,"DJ Khaled Featuring Nas, JAY-Z & James Fauntleroy",0.397,0.545,0.0985,0.0,142.214,0.301,1
441,Somebody Like That,Tenille Arts,0.574,0.798,0.0485,0.0,105.034,0.58,0
442,Body In Motion,"DJ Khaled Featuring Bryson Tiller, Lil Baby & Roddy Ricch",0.669,0.687,0.12,0.0,91.969,0.335,0
443,Big Paper,DJ Khaled Featuring Cardi B,0.725,0.638,0.204,0.0,119.795,0.316,0
444,Durag Activity,Baby Keem & Travis Scott,0.893,0.759,0.309,0.0,80.45,0.498,0
445,Final Warning,NLE Choppa,0.847,0.912,0.257,0.0,81.486,0.88,0
446,If Pain Was A Person,Moneybagg Yo,0.584,0.611,0.52,0.0,144.347,0.798,0
447,Thankful,DJ Khaled Featuring Lil Wayne & Jeremih,0.352,0.758,0.0434,0.0,84.281,0.653,0
448,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,0.823,0.586,0.2,0.0,125.971,0.347,1
449,Willow,Taylor Swift,0.392,0.574,0.17,0.00179,81.112,0.529,1
450,Damage,H.E.R.,0.646,0.696,0.065,0.0,81.336,0.18,1
451,Free Promo,Moneybagg Yo Featuring Polo G & Lil Durk,0.774,0.627,0.246,0.0,155.116,0.437,0
452,Just Say Det,Moneybagg Yo,0.855,0.576,0.38,0.0,140.022,0.324,0
453,Anyone,Justin Bieber,0.686,0.538,0.0345,3.13e-06,115.884,0.584,1
454,My Head And My Heart,Ava Max,0.614,0.934,0.07,0.0,116.001,0.436,1
455,How They Remember You,Rascal Flatts,0.442,0.8,0.0368,0.0,152.004,0.498,0
456,Masterpiece,DaBaby,0.781,0.726,0.0836,0.0,139.988,0.436,0
457,Long Live,Florida Georgia Line,0.611,0.846,0.0374,0.0,129.961,0.544,1
458,Clear Da Air,Moneybagg Yo,0.818,0.583,0.285,0.0,129.811,0.17,0
459,Save Your Tears,The Weeknd,0.68,0.826,0.0309,1.24e-05,118.051,0.644,1
460,Starting Over,Chris Stapleton,0.638,0.538,0.0315,0.000415,89.124,0.318,1
461,Diamonds Dancing,Young Thug & Gunna Featuring Travis Scott,0.851,0.703,0.303,2.57e-05,74.017,0.596,1
462,Cry Baby,Megan Thee Stallion Featuring DaBaby,0.955,0.436,0.38,0.0,130.041,0.559,1
463,Proud Of You,Young Thug Featuring Lil Uzi Vert & Yung Kayo,0.848,0.451,0.228,0.0,135.941,0.223,0
464,Came And Saw,Young Thug Featuring Rowdy Rebel,0.771,0.817,0.214,0.0,123.952,0.554,0
465,Paid The Fine,Young Thug & Gunna Featuring Lil Baby & YTB Trench,0.484,0.596,0.424,0.0,81.86,0.21,0
466,Momma's House,Dustin Lynch,0.633,0.858,0.0356,0.0,119.998,0.541,0
467,Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift,0.66,0.817,0.0521,0.0,135.942,0.714,1
468,Run It Up,Lil Tjay Featuring Offset & Moneybagg Yo,0.88,0.575,0.163,0.0,120.031,0.671,0
469,You Got It,VEDO,0.762,0.433,0.187,0.0,122.074,0.394,0
470,Monsters,All Time Low Featuring Demi Lovato & blackbear ,0.51,0.787,0.0529,0.0,162.092,0.793,0
471,Slatty,Young Thug & Gunna Featuring Yak Gotti & Lil Duke,0.814,0.531,0.0884,7.26e-06,130.02,0.18,0
472,Ruff Ryders' Anthem,DMX,0.88,0.577,0.302,1.02e-06,90.991,0.74,1
473,Party Up (Up In Here),DMX,0.554,0.941,0.339,0.0,100.801,0.409,1
474,X Gon' Give It To Ya,DMX,0.761,0.899,0.183,0.0,95.027,0.673,1
475,Love Story (Taylor's Version),Taylor Swift,0.669,0.56,0.0352,3.23e-05,123.068,0.155,1
476,Forever & Always (Taylor's Version),Taylor Swift,0.598,0.821,0.0447,0.0,128.03,0.673,0
477,Fearless (Taylor's Version),Taylor Swift,0.402,0.732,0.0484,0.0,161.032,0.472,0
478,You All Over Me (Taylor's Version) (From The Vault),Taylor Swift Featuring Maren Morris,0.599,0.494,0.0372,0.0,142.893,0.44,0
479,You Belong With Me (Taylor's Version),Taylor Swift,0.632,0.773,0.0346,0.0,130.033,0.474,0
480,Shy Away,twenty one pilots,0.588,0.856,0.0316,0.0739,96.966,0.635,0
481,Fifteen (Taylor's Version),Taylor Swift,0.559,0.646,0.0272,0.0,95.466,0.289,0
482,Big Purr (Prrdd),Coi Leray & Pooh Shiesty,0.765,0.43,0.363,0.0,139.889,0.311,0
483,Met Him Last Night,Demi Lovato Featuring Ariana Grande,0.538,0.512,0.0262,0.0,144.978,0.12,0
484,The Way I Loved You (Taylor's Version),Taylor Swift,0.402,0.732,0.0484,0.0,161.032,0.472,0
485,Dancing With The Devil,Demi Lovato,0.413,0.64,0.0427,0.0,75.245,0.149,0
486,Real As It Gets,Lil Baby Featuring EST Gee,0.779,0.705,0.163,0.0,140.005,0.196,1
487,Put Your Records On,Ritt Momney,0.399,0.491,0.0538,0.00089,91.066,0.151,1
488,Whoopty,CJ,0.719,0.648,0.125,0.0,140.201,0.66,1
489,Lemon Pepper Freestyle,Drake Featuring Rick Ross,0.77,0.637,0.345,0.0,94.966,0.431,1
490,Film Out,BTS,0.499,0.709,0.134,0.0,164.032,0.314,0
491,Body,Megan Thee Stallion,0.914,0.732,0.241,0.0,94.066,0.469,1
492,As I Am,Justin Bieber Featuring Khalid,0.595,0.543,0.038,0.0,99.928,0.109,1
493,Girl Like Me,Black Eyed Peas X Shakira,0.965,0.485,0.191,0.0237,124.025,0.312,0
494,Buss It,Erica Banks,0.956,0.502,0.213,0.0,110.003,0.795,1
495,Dynamite,BTS,0.746,0.765,0.0993,0.0,114.044,0.737,1
496,SoulFly,Rod Wave,0.631,0.518,0.224,0.0,109.629,0.418,0
497,Gone Till November,Rod Wave,0.478,0.537,0.111,0.0,82.902,0.384,0
498,Don't Forget,Rod Wave,0.658,0.641,0.208,0.0,172.973,0.879,0
499,Blame On You,Rod Wave,0.695,0.685,0.186,0.0,161.913,0.705,0
500,All I Got,Rod Wave,0.424,0.511,0.473,0.0,77.057,0.705,0
501,Pills & Billz,Rod Wave,0.747,0.547,0.196,0.0,80.503,0.699,0
502,How The Game Go,Rod Wave,0.741,0.735,0.0968,0.0,85.003,0.636,0
503,OMDB,Rod Wave,0.628,0.522,0.0472,0.0,82.928,0.191,0
504,Clouds,NF,0.788,0.652,0.405,0.0,128.108,0.812,0
505,What's Love??,Rod Wave,0.628,0.36,0.174,0.0,156.484,0.656,0
506,Shock Da World,Rod Wave,0.694,0.531,0.139,2.04e-06,81.946,0.547,0
507,Sneaky Links,Rod Wave,0.667,0.558,0.066,0.0,149.018,0.623,0
508,Better Together,Luke Combs,0.552,0.225,0.0477,0.0,138.002,0.67,1
509,Good Time,Niko Moon,0.802,0.59,0.0493,0.0,138.084,0.687,1
510,Unstable,Justin Bieber Featuring The Kid LAROI,0.495,0.333,0.0288,0.0,99.757,0.37,0
511,Off My Face,Justin Bieber,0.509,0.228,0.0332,0.0,90.674,0.586,0
512,2 Much,Justin Bieber,0.583,0.444,0.0456,0.0,119.59,0.167,0
513,Deserve You,Justin Bieber,0.677,0.633,0.0771,0.0,89.934,0.409,0
514,Die For You,Justin Bieber Featuring Dominic Fike,0.472,0.518,0.051,0.127,147.805,0.154,0
515,Love You Different,Justin Bieber Featuring BEAM,0.759,0.584,0.06,1.59e-06,127.138,0.374,0
516,Loved By You,Justin Bieber Featuring Burna Boy,0.79,0.724,0.0852,2.33e-06,101.04,0.642,0
517,Somebody,Justin Bieber,0.714,0.833,0.0259,0.0,129.964,0.663,0
518,Neighbors,Pooh Shiesty Featuring BIG30,0.728,0.623,0.305,0.0,145.973,0.805,0
519,Bandido,Myke Towers & Juhn,0.743,0.317,0.0789,0.795,84.008,0.209,0
520,Beers And Sunshine,Darius Rucker,0.57,0.645,0.0304,0.0,81.084,0.677,1
521,Throat Baby (Go Baby),BRS Kash,0.878,0.475,0.324,0.0,131.988,0.397,1
522,On The Ground,ROSE,0.311,0.607,0.11,0.0,188.7,0.286,0
523,Lost,NF Featuring Hopsin,0.875,0.348,0.0587,0.897,117.361,0.349,0
524,Baila Conmigo,Selena Gomez With Rauw Alejandro,0.823,0.544,0.0715,0.00315,149.903,0.664,0
525,Like I Want You,Giveon,0.678,0.355,0.0627,7.06e-05,119.772,0.438,0
526,Daywalker!,Machine Gun Kelly & CORPSE,0.29,0.535,0.0657,0.00741,89.479,0.5,0
527,Opp Stoppa,YBN Nahmir Featuring 21 Savage,0.829,0.343,0.0982,0.0,78.061,0.309,0
528,Still Trappin',Lil Durk & King Von,0.877,0.679,0.355,0.0,144.93,0.624,0
529,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,0.736,0.887,0.124,0.0,100.501,0.495,1
530,Undivided,Tim McGraw & Tyler Hubbard,0.375,0.787,0.0331,0.895,90.003,0.375,0
531,Holy,Justin Bieber Featuring Chance The Rapper,0.673,0.704,0.36,0.0,86.919,0.372,1
532,Golden,Harry Styles,0.448,0.838,0.0557,0.000131,139.863,0.254,0
533,Lifestyle,Jason Derulo Featuring Adam Levine,0.749,0.674,0.0366,0.0,123.055,0.711,0
534,Moonwalking In Calabasas,DDG,0.925,0.322,0.112,0.0,129.957,0.712,0
535,Tyler Herro,Jack Harlow,0.792,0.793,0.0841,0.0,123.031,0.775,1
536,Somebody's Problem,Morgan Wallen,0.658,0.538,0.0289,0.0,136.967,0.62,1
537,Cover Me Up,Morgan Wallen,0.549,0.44,0.0264,7.37e-06,128.01,0.214,0
538,Life's A Mess II,"Juice WRLD, Clever & Post Malone",0.53,0.37,0.0279,0.0,140.061,0.701,0
539,AP,Pop Smoke,0.751,0.744,0.177,0.000568,148.014,0.634,0
540,I Hope,Gabby Barrett Featuring Charlie Puth,0.563,0.576,0.0401,0.0,75.019,0.412,1
541,Bang!,AJR,0.74,0.517,0.0506,0.0,139.917,0.698,1
542,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,0.8,0.658,0.079,0.0,140.042,0.462,1
543,Lonely,Justin Bieber & benny blanco,0.365,0.117,0.041,2.48e-06,168.744,0.119,1
544,Laugh Now Cry Later,Drake Featuring Lil Durk,0.928,0.404,0.293,5.9e-05,110.066,0.0955,1
545,Only Wanna Be With You,Post Malone,0.47,0.709,0.0299,0.00121,98.036,0.247,0
546,Hole In The Bottle,Kelsea Ballerini,0.478,0.873,0.122,0.0,104.365,0.739,1
547,Bichota,Karol G,0.863,0.666,0.152,0.000493,163.908,0.838,0
548,Test Drive,Ariana Grande,0.698,0.708,0.0454,0.0,115.036,0.322,0
549,Hit Bout It,Lil Yachty Featuring Kodak Black,0.631,0.72,0.0617,0.00737,180.899,0.123,0
550,Chicken Tendies,Clinton Kane,0.57,0.689,0.147,0.0,100.087,0.568,0
551,ZaZa,6ix9ine,0.64,0.676,0.317,6.78e-05,176.101,0.481,0
552,Afterglow,Ed Sheeran,0.641,0.324,0.0299,0.0,110.184,0.273,1
553,Monster,Shawn Mendes & Justin Bieber,0.652,0.383,0.0516,0.0,145.765,0.549,1
554,Before You Go,Lewis Capaldi,0.459,0.575,0.0573,0.0,111.881,0.183,1
555,What It Feels Like,Nipsey Hussle & JAY-Z,0.394,0.734,0.185,1.26e-06,86.897,0.0778,0
556,So Done,The Kid LAROI,0.719,0.598,0.077,0.0,142.592,0.303,0
557,Happy Does,Kenny Chesney,0.715,0.665,0.0383,0.0,109.018,0.597,1
558,"Big, Big Plans",Chris Lane,0.574,0.58,0.0278,0.0,149.974,0.4,1
559,Back To The Streets,Saweetie Featuring Jhene Aiko,0.865,0.792,0.0677,1.46e-05,101.985,0.562,0
560,Bad Boy,Juice WRLD & Young Thug,0.569,0.526,0.0391,0.386,81.508,0.404,1
561,Kings & Queens,Ava Max,0.637,0.69,0.0405,0.0,129.857,0.457,1
562,Rockstar,DaBaby Featuring Roddy Ricch,0.746,0.69,0.164,0.0,89.977,0.497,1
563,GNF (OKOKOK),Polo G,0.783,0.662,0.409,0.0,145.88,0.458,0
564,865,Morgan Wallen,0.532,0.584,0.0248,0.0,88.003,0.367,1
565,Box Of Churches,Pooh Shiesty Featuring 21 Savage,0.797,0.605,0.377,0.0,139.963,0.518,0
566,Dangerous,Morgan Wallen,0.635,0.772,0.0279,0.0,119.017,0.948,0
567,Warning,Morgan Wallen,0.633,0.664,0.0294,0.0,115.058,0.268,1
568,Still Goin Down,Morgan Wallen,0.58,0.752,0.0267,0.0,148.108,0.72,1
