,song,artist,danceability,energy,speechiness,instrumentalness,tempo,valence,hit
253,Billionaire,Teni,0.807,0.715,0.0998,0.0,118.965,0.829,0
254,Pinô,Otto Totland,0.494,0.0453,0.0378,0.927,80.743,0.103,0
256,Take Me Home,Lopazz,0.768,0.275,0.0538,0.825,124.994,0.335,0
258,Metal Drums (Regis remix),Black Asteroid,0.737,0.946,0.0484,0.803,129.995,0.0382,0
260,Roll the Dice,Wolfpack,0.407,0.974,0.0596,0.351,94.955,0.429,0
262,Lizard - Claxixx Mix,Mauro Picotto,0.745,0.86,0.0531,0.841,134.301,0.082,0
263,Porn Star Dancing - Rock Version,My Darkest Days,0.477,0.917,0.0837,0.0,160.044,0.271,0
265,Better Run,Dub Inc.,0.749,0.631,0.05,0.0,87.979,0.529,0
268,VIOLATION DOMAIN (Benediction cover),Ghusa,0.175,0.979,0.0897,0.705,120.087,0.0509,0
269,The Dragonborn Comes,Malukah,0.321,0.147,0.0365,0.00204,173.809,0.223,0
270,One (Made Famous by Metallica),The Ungrateful,0.358,0.818,0.0329,0.18,98.168,0.534,0
273,Earth,Sleeping At Last,0.292,0.374,0.0332,0.000292,119.784,0.247,0
275,My Frenz In',Shatta Wale,0.572,0.729,0.379,0.0,156.737,0.223,0
279,Shmufty,Heyoka,0.78,0.618,0.0559,0.189,100.005,0.962,0
281,Young Girl,Black Metal Raccoons,0.298,0.855,0.0465,0.904,149.83,0.322,0
282,I Do Care,Viktoria Tolstoy,0.648,0.692,0.0426,4.44e-06,124.952,0.719,0
288,Dear Hip Hop,Bizzle,0.458,0.806,0.405,0.0,98.422,0.365,0
289,After the Storm,Darrell Mansfield,0.48,0.894,0.0272,0.000211,94.086,0.369,0
290,Requiem - Live,Sepultura,0.42,0.99,0.0695,0.92,118.161,0.103,0
292,I Wanna Get Lost with You (Acoustic 2015) [Bonus Track],Stereophonics,0.513,0.568,0.0287,1.44e-06,120.154,0.162,0
293,Returning,Binary One,0.139,0.0403,0.0666,0.937,87.34,0.0383,0
294,Doorman,Moksi,0.708,0.755,0.0351,0.0,123.967,0.229,0
295,This is Rock n Roll maybe,Camellia,0.615,0.993,0.094,0.348,127.996,0.344,0
296,Dance With Me - Calvo Remix,Felix Jaehn,0.687,0.899,0.0474,0.312,126.026,0.257,0
298,El Hip Hop,Ariel Kelly,0.48,0.837,0.24,0.0,91.916,0.652,0
299,Believe It,Hella,0.704,0.546,0.0412,1.12e-05,144.058,0.176,0
300,Black Metal / Insane,Venom,0.349,0.966,0.0856,0.000139,99.686,0.117,0
302,Fäerie Metal,Nuit Noire,0.141,0.978,0.0636,0.0369,158.285,0.0612,0
304,So Punk Rock,McCafferty,0.525,0.576,0.104,0.0,130.683,0.463,0
307,Urvashi,Yo Yo Honey Singh,0.792,0.703,0.0368,0.0,105.995,0.634,0
309,I.H.E.,Miss May I,0.353,0.902,0.0879,0.0,169.939,0.118,0
310,What Have You Done To Your Face?,Marcella and The Forget Me Nots,0.453,0.376,0.0282,3.11e-05,101.19,0.321,0
315,Reggae,No Bros,0.525,0.943,0.0959,0.761,103.327,0.544,0
316,Medicine Man,The Hush Sound,0.672,0.643,0.0285,0.000203,95.018,0.525,0
322,The Girl I Haven't Met,Kudasaibeats,0.785,0.222,0.0418,0.84,139.885,0.327,0
324,Take Me Out - Cabaret Nocturne Remix,Black Light Smoke,0.708,0.52,0.0741,0.851,110.142,0.31,0
326,Folk in Hell,Danger Liker,0.584,0.789,0.151,0.00961,126.938,0.729,0
328,Angst,Arcturus,0.136,0.929,0.0703,0.769,199.627,0.134,0
329,Ala,Joep Beving,0.383,0.125,0.0315,0.929,80.185,0.369,0
330,Waltz,Sergio Díaz De Rojas,0.463,0.0904,0.0459,0.944,119.337,0.122,0
332,"Ni Contigo, Ni Sin Ti",Los Angeles Azules,0.581,0.52,0.0298,0.0,79.565,0.643,0
337,"The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track",Hermitude,0.576,0.602,0.315,0.000609,141.345,0.56,0
339,Pray For Me,Black Dawn,0.381,0.839,0.0982,0.29,112.79,0.426,0
340,Say It (feat. Tove Lo),Flume,0.598,0.532,0.0295,3.22e-06,74.963,0.261,0
345,Moment,Def Cut,0.727,0.419,0.074,0.815,89.997,0.323,0
346,Metal Health (Bang Your Head),The Neptune Power Federation,0.557,0.726,0.0499,0.00115,120.261,0.404,0
347,Nego Do Borel - Hoje É Dia De Maldade - Remix - DJ Emerick Soares,Nego do Borel,0.706,0.802,0.142,0.0,132.979,0.704,0
353,Rule of Nines,Spiritbox,0.268,0.948,0.136,0.0783,115.727,0.262,0
354,A Blacksmith for the Souls of Metal,Furze,0.202,0.978,0.0745,0.85,166.658,0.393,0
355,Texas,Cass McCombs,0.446,0.335,0.0752,0.0163,118.705,0.203,0
357,The Falsifier,Noctiferia,0.509,0.985,0.107,0.101,140.016,0.144,0
358,It's Only Smiles,Periphery,0.187,0.933,0.125,3.73e-05,84.92,0.353,0
359,Brutal Exorcism,Traitor,0.275,0.985,0.0806,0.0484,130.049,0.366,0
360,Gimme Love and Truth,FM LAETI,0.777,0.533,0.0299,0.00112,100.082,0.722,0
363,Cinderella,Ballet L'école,0.573,0.0816,0.0805,0.876,114.656,0.483,0
365,Meathead,Story Of The Year,0.41,0.977,0.116,6.16e-05,104.943,0.532,0
371,Green Eyes,iwrestledabearonce,0.235,0.935,0.18,0.0794,159.221,0.352,0
377,Poko,Kizz Daniel,0.854,0.816,0.11,0.0,106.017,0.914,0
378,Clearing,Grouper,0.23,0.0432,0.042,0.932,89.582,0.136,0
379,Lord of All Unclean Spirits,Ondskapt,0.18,0.988,0.0829,0.852,115.807,0.0372,0
380,Nightlights II,Nana Grizol,0.468,0.745,0.0555,0.0,147.048,0.821,0
383,我がままなハイヒール - Non Stop Mix ver.,秋元薫,0.816,0.715,0.0419,0.00605,105.62,0.823,0
386,Blue Guitar,Earl Hooker,0.272,0.459,0.0357,0.826,80.232,0.467,0
387,Revealing The Unreal,Ave Air,0.18,0.0311,0.0402,0.875,119.501,0.0353,0
389,Cut Your Bangs,Girlpool,0.369,0.303,0.0314,0.0,178.03,0.111,0
390,Sisters Of The Stone,Black Moth,0.347,0.951,0.0748,4.6e-05,144.838,0.13,0
392,I'm not a good person,Pat The Bunny,0.636,0.54,0.0284,9.36e-06,132.779,0.584,0
393,Spaceboss,Liquid Stranger,0.725,0.722,0.0712,0.19,74.999,0.345,0
395,Tenjin Funk,Bugseed,0.497,0.542,0.166,0.911,84.47,0.593,0
396,Wish,Wolfpack,0.385,0.992,0.0789,0.944,123.991,0.256,0
397,Metal Dome,Emerald Sun,0.49,0.879,0.0464,0.0,77.003,0.34,0
398,"Holes In The Sky - From The ""Insurgent"" Soundtrack",M83,0.123,0.494,0.0339,0.0164,68.703,0.0742,0
399,Next Door Neighbor Blues - Live,Gary Clark Jr.,0.227,0.694,0.0635,0.113,170.942,0.317,0
404,Back in Time,Swing Republic,0.87,0.792,0.047,0.123,117.983,0.645,0
406,The Metal Lady Boy,Tankard,0.499,0.98,0.0547,0.0,90.053,0.365,0
407,The Brazilian Hipster - Digitally Remastered,Fort Knox Five,0.889,0.692,0.145,0.104,104.982,0.673,0
410,The Wolf I Feed,Napalm Death,0.328,0.995,0.235,0.236,172.243,0.0381,0
411,We Found Love,Forever The Sickest Kids,0.639,0.934,0.0405,9.55e-06,128.014,0.616,0
413,Sudovian Dance,Marcin Wasilewski Trio,0.448,0.157,0.0343,0.672,120.491,0.223,0
418,The Presence,Bloodgood,0.441,0.855,0.0339,0.0,152.241,0.734,0
419,Apex Blasphemy,Cattle Decapitation,0.206,0.965,0.169,0.796,146.794,0.143,0
420,as if your eyes were partly closed as if you honed the swirl within them and offered me the world,Brian Eno,0.204,0.000992,0.0478,0.954,139.901,0.145,0
422,2.10,Atilla,0.717,0.402,0.0681,1.82e-05,146.055,0.136,0
425,Oil And Water - Ambient,The American Dollar,0.203,0.414,0.032,0.927,72.055,0.071,0
426,Metal Is for Everyone,Freedom Call,0.35,0.967,0.1,0.117,153.656,0.461,0
427,Falling Star,Showoff,0.588,0.814,0.0378,0.0191,109.628,0.681,0
430,Pitiful,Blindside,0.532,0.943,0.0429,0.0,131.803,0.46,0
431,Pop Apology,Should,0.28,0.746,0.0365,0.979,180.175,0.279,0
434,Heathens,Boston Manor,0.35,0.924,0.0955,2.12e-05,179.907,0.185,0
435,Return to Infinity,Cerebral Fix,0.0936,0.818,0.0597,0.316,74.109,0.372,0
436,"Amy, Fred, Meg & John",Alexandre Desplat,0.23,0.0973,0.0357,0.393,101.297,0.0389,0
438,Adore,Cashmere Cat,0.334,0.622,0.0632,1.34e-05,139.546,0.209,0
439,Confused Mind,Destruction,0.326,0.987,0.155,0.733,103.765,0.213,0
441,Full Metal Jacket,Yellowman,0.807,0.492,0.179,0.0,179.556,0.491,0
442,"Plie 3/4, Don Quixote, Act III",Nina Miller,0.461,0.118,0.047,0.927,108.834,0.0563,0
448,America,Razorlight,0.314,0.565,0.0317,6.85e-06,89.879,0.184,0
449,Valley View Avenue,K-Drama,0.657,0.927,0.176,0.0,80.036,0.492,0
456,The Geocide,Cattle Decapitation,0.248,0.98,0.153,0.388,146.028,0.109,0
457,La crucifixion,Mon Cote Punk,0.587,0.603,0.452,0.0,141.854,0.675,0
459,Old Metal,Power From Hell,0.331,0.834,0.0752,0.948,78.337,0.44,0
460,Humans Are Such Easy Prey,Perturbator,0.448,0.893,0.0367,0.893,120.988,0.033,0
465,Rise the Wrath of Satan,Invincible Force,0.186,0.98,0.407,0.921,176.723,0.038,0
466,Eternal Destruction,Blasfemia,0.184,0.938,0.0599,0.955,97.269,0.319,0
467,They Say It's Wonderful (feat. Johnny Hartman),John Coltrane,0.403,0.122,0.0338,0.603,100.839,0.151,0
469,The Shadow of Your Smile,Scott Hamilton,0.487,0.135,0.0434,0.00353,105.854,0.24,0
470,Morattu Single,Hiphop Tamizha,0.595,0.952,0.16,0.0,160.003,0.77,0
472,Boiled Peanuts,Astronautalis,0.704,0.681,0.0356,0.0011,120.029,0.185,0
474,Before You Wake Up,Adekunle Gold,0.629,0.821,0.17,0.0,63.59,0.715,0
475,Starsoul,Lazy Hammock,0.708,0.549,0.0697,0.241,89.996,0.322,0
476,"Symphony No. 7, ""Angel of Light"": III. Come un sogno",Einojuhani Rautavaara,0.101,0.0292,0.0426,0.87,62.929,0.0288,0
477,Necromaniac,Exhumed,0.476,0.988,0.135,0.387,110.179,0.263,0
478,Heart of Metal (Remix),Ultimatum,0.599,0.945,0.0768,1.63e-05,95.954,0.308,0
479,Army of the Night,Powerwolf,0.422,0.969,0.0556,0.0,171.99,0.577,0
480,Tainted Metal,Hammerfall,0.197,0.963,0.071,0.00074,80.025,0.501,0
481,"English Suite No. 2 in A Minor, BWV 807: IV. Sarabande",Johann Sebastian Bach,0.455,0.0358,0.0555,0.937,70.453,0.152,0
485,Playing Dead,"Chunk! No, Captain Chunk!",0.512,0.982,0.151,0.00024,122.022,0.372,0
486,Troubled Air,Sunn 0))),0.131,0.0326,0.0441,0.747,100.597,0.0324,0
488,Par Avion,The American Dollar,0.387,0.457,0.0489,0.944,110.155,0.235,0
489,DAT Beats,Ran Slavin,0.381,0.369,0.322,0.82,69.726,0.365,0
490,Stars Before The Sun,Capstan,0.202,0.946,0.188,0.000151,179.739,0.344,0
491,Chebika - Claudio Mate Metal Remix,Stefano Patarnello,0.624,0.863,0.03,0.945,119.993,0.0394,0
493,Inoculate the Innocuous,The Unicorns,0.362,0.45,0.0628,0.332,83.441,0.162,0
498,Snagglepuss,VibeSquaD,0.813,0.765,0.135,0.545,102.011,0.861,0
499,6 Chansons: No. 5. Aujourd'hui le ciel est noir… (Today the sky is black),Iannis Xenakis,0.582,0.0103,0.1,0.936,100.704,0.363,0
502,Elisa's Theme,Alexandre Desplat,0.447,0.168,0.0372,0.804,180.063,0.272,0
505,Marry Poppin,Joey Trap,0.894,0.559,0.366,0.0,81.991,0.331,0
506,Everyday,Weyes Blood,0.478,0.569,0.0308,5.04e-05,112.963,0.418,0
507,Lavender Blue (Dilly Dilly) - Instrumental,Fred Mollin,0.68,0.331,0.0596,0.855,92.029,0.674,0
508,South,Galimatias,0.694,0.333,0.0651,0.0253,76.013,0.433,0
510,Without You,for KING & COUNTRY,0.327,0.269,0.0339,0.000234,141.514,0.0857,0
512,Nasty,Datsik,0.461,0.964,0.223,0.3,112.586,0.0558,0
515,Lola Montez,Volbeat,0.513,0.875,0.0336,3.28e-05,151.986,0.677,0
516,Feelin (feat. Spinn & Taso),DJ Rashad,0.374,0.836,0.0738,0.737,79.916,0.0937,0
520,Neo-Tokyo - Dance With The Dead Remix,Scandroid,0.467,0.954,0.0414,0.908,122.004,0.061,0
523,Cedí,La Arrolladora Banda El Limón De Rene Camacho,0.77,0.345,0.034,0.0,119.903,0.53,0
526,Donde Estaras,ICC,0.738,0.684,0.0343,6.4e-06,90.01,0.841,0
527,Not my tempo,Dj Mad Dog,0.456,0.947,0.192,0.0535,174.076,0.0643,0
529,Gouryella,Gouryella,0.561,0.957,0.0428,0.735,138.017,0.335,0
530,Takkaru Takkaru,Hiphop Tamizha,0.756,0.918,0.0589,4.74e-06,100.005,0.735,0
531,Juxtapozed with U,Super Furry Animals,0.526,0.823,0.0483,1.1e-05,82.862,0.921,0
532,"Merry Christmas, Baby",Joe Bonamassa,0.318,0.621,0.0332,0.012,171.338,0.386,0
533,Names or Faces,Tipling Rock,0.705,0.786,0.0368,0.000159,126.035,0.932,0
534,I Will Always Love You (Instrumental Piano),Tim O'Neill,0.302,0.0717,0.0607,0.918,172.716,0.182,0
537,Cheval,Igorrr,0.605,0.867,0.0847,0.000182,105.049,0.377,0
539,Pabbarotti & Friends: Roots Bloody Roots,J.B.O.,0.506,0.906,0.101,0.0075,119.973,0.192,0
540,Guitaria,Deep Dive Corp.,0.697,0.806,0.053,0.909,112.009,0.382,0
544,Un immense désespoir,Nocturnal Depression,0.43,0.91,0.0566,0.658,100.023,0.265,0
545,Perchtenzeit,tuXedoo,0.443,0.951,0.084,0.000162,142.048,0.287,0
546,Love in the Cemetery,Lord Kitchener,0.551,0.618,0.0698,0.0,99.088,0.963,0
547,Que Te Vaya Bien,Grupo Jalado,0.822,0.705,0.0373,1.2e-05,94.011,0.938,0
551,Stomach It,Crywolf,0.599,0.313,0.0386,6.8e-05,121.986,0.0692,0
552,The Heavy Metal Dub,Scientist,0.637,0.869,0.0373,0.588,138.842,0.755,0
553,Sweet in the Middle,DaVido,0.71,0.603,0.11,0.0,109.812,0.434,0
554,Behind The Scenes,Bugseed,0.379,0.475,0.111,0.852,174.373,0.169,0
558,Row Row,Zeal & Ardor,0.496,0.881,0.055,0.000106,95.04,0.344,0
560,Inside Out,Spoon,0.621,0.62,0.0293,0.162,176.016,0.515,0
561,Blue Monk,Thelonious Monk,0.433,0.367,0.0394,0.588,147.006,0.616,0
566,Tao Energy,Dr. Sounds,0.18,0.0221,0.0658,0.926,134.827,0.0394,0
567,Young Love,Ducktails,0.543,0.811,0.0275,0.0324,134.985,0.434,0
568,Borderline,Novembers Doom,0.554,0.746,0.0329,0.13,120.098,0.341,0
569,"Milegi Milegi (From ""Stree"")",Mika Singh,0.843,0.892,0.0527,1.13e-06,125.991,0.655,0
572,Mysteries,Keith Jarrett,0.192,0.447,0.0445,0.1,68.058,0.254,0
573,Garden in the Bones,Periphery,0.517,0.971,0.0778,3.75e-05,135.004,0.363,0
575,Stoner Punk,Warcollapse,0.242,0.994,0.113,0.722,127.496,0.0401,0
576,Minimal Steps,Floating Lights,0.507,0.089,0.0296,0.887,98.031,0.0509,0
577,Nephilim Grove,Novembers Doom,0.305,0.48,0.0338,0.0514,110.689,0.0939,0
580,Tum Hi Ho,Arijit Singh,0.528,0.449,0.025,0.0,94.058,0.317,0
581,Before the Throne of God Above,The Worship Initiative,0.403,0.361,0.0313,0.0,135.968,0.0992,0
582,Philly - Dub,DJ T.,0.837,0.852,0.101,0.823,125.991,0.402,0
585,Fäerie Metal (Live),Nuit Noire,0.112,0.991,0.074,0.992,79.554,0.037,0
586,Denomination Blues,Blind Willie Johnson,0.418,0.18,0.0574,0.000111,88.261,0.513,0
587,Mc Koringa -Trilha Sonora - Remixed - DJ Wagner Santos,MC Koringa,0.81,0.688,0.0716,7.11e-05,131.991,0.96,0
588,No Le Hago Falta,Banda Los Recoditos,0.742,0.4,0.0357,1.56e-05,125.854,0.705,0
590,"Flute Sonata in E-Flat Major, BWV 1031: II. Siciliano",Johann Sebastian Bach,0.148,0.0997,0.0426,0.925,98.441,0.0563,0
591,"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",Starboy,0.841,0.644,0.083,0.00402,108.003,0.881,0
592,Yeba,Kiss Daniel,0.811,0.769,0.0944,0.00123,110.049,0.719,0
593,Till the End,October Light,0.803,0.689,0.0317,5.37e-06,128.023,0.962,0
594,I Can Change,LCD Soundsystem,0.644,0.73,0.0287,0.00178,116.981,0.695,0
597,Red Lines of Obsession,The Modern Age Slavery,0.521,0.997,0.196,1.42e-05,114.993,0.0536,0
599,The Second Star to the Right - Instrumental,Fred Mollin,0.698,0.321,0.0609,0.817,114.958,0.688,0
600,Ocean,John Butler Trio,0.22,0.521,0.0299,0.909,98.61,0.105,0
602,Etiske retningslinjer for tryllekunstnere,Black Debbath,0.433,0.502,0.0331,9.82e-05,117.048,0.155,0
603,Let's Fall In Love,Diana Krall,0.616,0.198,0.0435,0.00216,125.117,0.377,0
604,The Impression That I Get,The Mighty Mighty Bosstones,0.476,0.916,0.0907,0.0121,90.129,0.693,0
605,Hot A Di Press,Panda Dub,0.604,0.817,0.375,0.0,71.251,0.902,0
606,Out Of The Frame,Miss K8,0.562,0.996,0.339,3.02e-06,199.973,0.278,0
607,I'm Old Fashioned,Cassandra Wilson,0.511,0.397,0.0923,0.0,135.218,0.521,0
609,Through The Ashes,Hord,0.505,0.986,0.14,0.00203,100.001,0.0388,0
610,Dum Dee Dum,Keys N Krates,0.755,0.891,0.174,0.0412,160.021,0.515,0
611,Wir ihr sie,Pasty Clan,0.49,0.934,0.0914,7.63e-05,105.066,0.625,0
612,A Blacksmith for the Souls of Metal,Furze,0.223,0.986,0.0936,0.793,166.582,0.351,0
615,Opening,Craig Armstrong,0.138,0.189,0.0394,0.279,91.207,0.0729,0
616,I Have Dreamed,Christian McBride,0.331,0.0861,0.0354,0.902,107.436,0.152,0
620,Pool Spray,Veil Of Maya,0.523,0.986,0.0755,0.00279,119.993,0.524,0
624,Moorni,Panjabi MC,0.669,0.877,0.163,2.22e-05,90.392,0.921,0
625,The Rent Is Too Damn High,Armand Hammer,0.556,0.812,0.599,0.0,143.936,0.512,0
628,Dark Pop,Cabaret Nocturne,0.755,0.772,0.048,0.889,108.003,0.0735,0
632,Clear the Mind,Yolta,0.198,0.293,0.0408,0.993,59.302,0.109,0
633,Just Make da Money,Shatta Wale,0.804,0.822,0.335,0.0,88.038,0.706,0
634,Do You Feel the Same,Woody Pitney,0.512,0.816,0.0388,4.73e-06,111.048,0.34,0
638,Emptiness,Trio Elf,0.592,0.24,0.0632,0.848,85.875,0.0488,0
643,Severus and Lily,Alexandre Desplat,0.0647,0.0763,0.0478,0.949,68.008,0.0328,0
644,Maximize,Amaranthe,0.508,0.974,0.0742,2.01e-05,134.91,0.411,0
652,No Man's Land,Rupert Gregson-Williams,0.181,0.481,0.0449,0.894,97.677,0.0379,0
654,Adeus - Live for the ladies,Monte La Rue,0.517,0.674,0.101,0.0529,99.048,0.384,0
655,Devil's Level,Dwarves,0.344,0.989,0.162,3.95e-06,104.334,0.0856,0
659,Clandestine Ways (Krokodil Rot),Cattle Decapitation,0.301,0.97,0.142,0.715,119.871,0.211,0
660,Stiff Jazz,Dzihan & Kamien,0.754,0.852,0.0598,0.849,101.673,0.604,0
661,Nervous Acid,Bobby Konders,0.633,0.789,0.038,0.808,123.233,0.228,0
665,Near,Deafheaven,0.296,0.48,0.0281,0.934,133.509,0.157,0
666,Red Wall & Black Wall,Wang Wen,0.566,0.59,0.0251,0.816,99.004,0.211,0
667,Garden,Roger Eno,0.242,0.00281,0.0543,0.85,73.102,0.0374,0
668,Everything Dub,Khotin,0.769,0.61,0.128,0.957,116.838,0.691,0
669,Sitting on the Roof of S.F.A.I.,Wes Leslie,0.685,0.305,0.0268,0.00533,96.18,0.385,0
670,"Gottes Zeit ist die allerbeste Zeit, BWV 106 (Arr. G. Kurtag for Piano Duo)",György Kurtág,0.533,0.00805,0.0397,0.92,69.354,0.0679,0
671,Midnight Blues,Joe Bonamassa,0.214,0.475,0.0387,0.111,74.127,0.383,0
674,Thisishispit,Winterwolf,0.121,0.932,0.0766,0.798,171.909,0.205,0
675,"Glass: Truman Sleeps (From ""The Truman Show"")",Philip Glass,0.416,0.0937,0.0336,0.948,134.468,0.0967,0
677,Haunt Your House,Dan Andriano in the Emergency Room,0.398,0.956,0.0618,0.00321,86.05,0.574,0
678,Tu Meri Ki Lagdi,Navv Inder,0.532,0.617,0.0508,0.0,90.086,0.246,0
679,Make Me Move,Culture Code,0.541,0.65,0.0414,0.000128,95.019,0.356,0
680,Sentimental X's,Broken Social Scene,0.62,0.539,0.0387,0.692,149.92,0.396,0
681,Autre temps,Alcest,0.24,0.548,0.0324,0.875,127.342,0.127,0
682,Roll The Bones - Audiotree Live Version,Shakey Graves,0.597,0.549,0.0586,1.47e-05,122.801,0.204,0
683,Mi Último Deseo,Banda Los Recoditos,0.844,0.639,0.0437,0.0,121.033,0.974,0
684,Small and Simple,The Okee Dokee Brothers,0.684,0.131,0.0511,0.00668,96.345,0.311,0
685,Reza,Cal Tjader,0.549,0.261,0.0731,0.938,155.491,0.129,0
686,Shapes,Joey Trap,0.815,0.481,0.399,0.0,169.946,0.6,0
688,Leaving Here,Echoing Angels,0.503,0.842,0.0408,0.0,106.949,0.475,0
690,Flight Of The Silverbird,Two Steps from Hell,0.415,0.922,0.0819,0.854,138.086,0.226,0
691,Sunny Ambient,Tomasz Bednarczyk,0.0853,0.378,0.0454,0.918,75.084,0.0638,0
692,Time (Ambient),The American Dollar,0.107,0.226,0.0357,0.915,71.851,0.0368,0
695,Lone Town - VIP Mix,Blunt Instrument,0.714,0.948,0.0682,0.837,99.979,0.559,0
699,Island of the Honest Man,Hot Hot Heat,0.353,0.914,0.0745,0.342,146.397,0.449,0
701,Telegram,Alexandre Desplat,0.3,0.31,0.0418,0.891,207.111,0.103,0
707,Kenke Corner,Guts,0.823,0.648,0.045,0.767,124.015,0.962,0
709,Die Young,Max Frost,0.855,0.395,0.0604,0.00073,103.958,0.375,0
711,Ma Lo,Tiwa Savage,0.788,0.721,0.152,2.86e-06,105.23,0.653,0
713,Protector of the Common Folk,Howard Shore,0.196,0.0765,0.038,0.805,111.672,0.0381,0
714,¿Por Qué Cambiaste De Opinión?,Calibre 50,0.735,0.49,0.0299,3.52e-06,135.159,0.89,0
715,Do or Die,Bloodgood,0.614,0.905,0.0305,8.4e-06,116.309,0.745,0
717,Coretta's Beat,Marc Mac,0.662,0.594,0.11,0.965,179.972,0.96,0
719,I Wanna Die,Harley Poe,0.345,0.714,0.0566,0.0,178.522,0.524,0
720,In the Trenches,Dying Fetus,0.298,0.946,0.0733,0.0628,103.329,0.628,0
722,Death Was Arrested,North Point Worship,0.28,0.737,0.0414,0.0,155.884,0.155,0
724,Blood on Your Name,Emerald Sun,0.413,0.931,0.0766,1.36e-05,162.866,0.4,0
730,Roots Bloody Roots,Sepultura,0.428,0.874,0.128,0.0419,119.708,0.261,0
731,Metal Gods - Live from Battle Cry,Judas Priest,0.378,0.891,0.0428,0.0136,96.105,0.14,0
732,Green Karma - Original Mix,Cabaret Nocturne,0.789,0.803,0.0402,0.862,117.009,0.48,0
735,Down,Living Death,0.488,0.858,0.0377,1.29e-05,94.668,0.293,0
736,Serotonin,In Her Own Words,0.376,0.945,0.185,0.0,188.052,0.387,0
739,Turncoat,Goldmund,0.2,0.0649,0.0328,0.833,81.259,0.0369,0
740,The Christmas Song,The Raveonettes,0.611,0.843,0.0294,8.33e-05,106.348,0.585,0
741,Genesis,Grimes,0.611,0.677,0.034,0.0698,166.04,0.233,0
743,Hardcore for Hardcore,The Rival Mob,0.248,0.967,0.0647,0.904,135.263,0.282,0
744,Octopus Bangbang - Original Mix,Splatinum,0.77,0.834,0.0796,0.0531,107.98,0.841,0
747,Party Of A Lifetime - Original Mix,Crazy Daylight,0.826,0.634,0.0528,0.00122,105.015,0.507,0
749,A New Color,Astronoid,0.316,0.977,0.107,0.905,160.032,0.116,0
750,For Metal,Arkham Witch,0.268,0.95,0.11,0.088,202.873,0.422,0
751,Dance with Me,LZ7,0.603,0.833,0.246,0.0,72.501,0.708,0
752,Pierced from Within,Suffocation,0.324,0.837,0.101,0.944,103.928,0.635,0
754,We've Lost You - Live,Sepultura,0.401,0.978,0.114,0.348,126.991,0.0426,0
755,Méditation grisâtre,Nocturnal Depression,0.246,0.683,0.0469,0.488,128.035,0.126,0
756,Rutter: Requiem: III. Pie Jesu,John Rutter,0.0769,0.0484,0.0407,0.116,77.177,0.0398,0
760,Red Bull & Hennessy,Jenny Lewis,0.509,0.933,0.099,0.000138,130.005,0.374,0
761,"Till The End - From ""Me Before You""",Jessie Ware,0.662,0.395,0.0593,0.00594,73.012,0.534,0
762,Victorius,Archipel,0.611,0.627,0.0342,0.00569,95.998,0.208,0
763,The Story of Hip Hop,The Books,0.793,0.594,0.122,0.00375,95.864,0.453,0
764,The Metal Man,James Ruskin,0.782,0.445,0.0754,0.934,126.015,0.113,0
766,Frog and Toad Are Friends,Armand Hammer,0.67,0.918,0.37,0.0,159.803,0.678,0
767,So Close - Club Mix,Kidnap,0.804,0.792,0.0475,0.753,124.001,0.371,0
768,Bury Me,Getter,0.735,0.933,0.0788,0.0108,129.988,0.116,0
769,Roots Rock Jabali,TootArd,0.731,0.61,0.034,0.124,98.031,0.862,0
770,Dance Monkey (Metal Version),Leo,0.591,0.833,0.0529,0.000193,100.05,0.435,0
771,Hate Me,Eurielle,0.22,0.13,0.0357,0.00155,135.872,0.125,0
772,In The End,Anime,0.433,0.96,0.113,0.0352,174.012,0.078,0
773,Atlas: Two,Sleeping At Last,0.384,0.325,0.0398,6.74e-06,132.801,0.274,0
777,Punk Off Pleasant,Rule 22,0.34,0.717,0.0757,7.57e-06,116.667,0.593,0
782,Barrow-downs,Summoning,0.465,0.868,0.0338,0.973,80.027,0.252,0
786,Leaving Earth,Clint Mansell,0.276,0.289,0.0339,0.982,39.369,0.0805,0
788,Sympathy for the Devil,The KVB,0.136,0.732,0.0415,0.962,100.026,0.443,0
790,Untitled,Jupiter Grains,0.209,0.0219,0.0344,0.938,78.336,0.0358,0
791,World Music with Black Edges,Solefald,0.465,0.964,0.166,0.000321,159.991,0.533,0
795,Julep,Punch Brothers,0.675,0.219,0.0311,0.103,105.921,0.313,0
796,Protectors of the Earth,Thomas Bergersen,0.441,0.934,0.0482,0.96,109.98,0.374,0
797,Maimed to Beg,Cerebral Fix,0.168,0.853,0.0562,0.374,81.607,0.564,0
801,Dil Ki Hai Tamanna,Vijay Prakash,0.639,0.559,0.0427,8e-06,85.939,0.597,0
802,"It's Been A Long, Long Time",Jackie Gleason,0.267,0.074,0.0356,0.9,137.732,0.149,0
805,Hardcore Power,Haus of Panda,0.612,0.901,0.0582,0.56,144.99,0.472,0
806,3D Dream - World Mix,Jerry Paper,0.776,0.504,0.0473,0.108,92.291,0.888,0
807,Stay,Zedd,0.691,0.562,0.0682,0.0,101.999,0.55,0
809,Cumbres Del Ajusco,Mexico City Atmospheres,0.0998,0.247,0.0419,0.925,77.94,0.0474,0
